LSR_GOODS_CD,LSR_GOODS_NM,FCLTY_TEL_NO
62699,[블랙위크★] 충남 아산 파라다이스 스파 도고 로우시즌 1+1,041-537-7100
62700,[전남 여수] 판타지아드림 + 미남크루즈 패키지,
62701,[경기 용인] 기흥 하이브 패밀리 테마파크,
62886,[서울 강남] 바운스 어드벤처 & 트램폴린파크 삼성센터,02-554-0150
62887,[경북 구미] 바운스 어드벤처&트램폴린 파크 구미 홈플러스 센터,054-465-0150
62888,[블랙위크★] 키자니아 서울/부산 어린이 체험테마파크 (~12/20),1544-5110
62889,[블랙위크★] 코엑스 아쿠아리움 아쿠아2+1인권,02-700-7200
62890,[경기 용인] 바운스 어드벤처 & 트램폴린파크 죽전센터,031-339-0150
62891,[경기 수원] 바운스 트램폴린 슈퍼파크 수원영통센터,070-8858-6806
62892,[광주 상무] 바운스 어드벤처&트램폴린 파크 광주 상무 센터,02-554-0150
62893,[용인 동백] 바운스 어드벤처 트램폴린 파크 용인 동백 센터,070-8858-6433
62894,[서울 서초] 바운스 어드벤처 트램폴린 파크 반포 센터,02-537-0150
62895,[부산 남구] 바운스 어드벤처 트램폴린 파크 부산용호W 센터,051-622-0150
62896,[강원 평창] 휘닉스평창 장비렌탈 시즌권,1577-0069
62897,[경북 구미] 바운스 어드벤처&트램폴린 파크 구미 홈플러스 센터,02-554-0150
62898,[경남 거제] 바운스 어드벤처&트램폴린 파크 거제 한화벨버디어 센터,055-635-0150
62901,[서울 노원] 바운스 어드벤처 트램폴린 파크 월계 이마트 센터,070-4133-7597
62902,[전남 여수] 요트투어 아그리나요트,010-2648-5000
62903,[제주 조천] 포레스트 공룡사파리,064-783-0300
62904,[한정판매★] 비발디파크 스키 월패스권 특가 판매,1588-4888
62905,[전남 여수] 미남크루즈 여수밤바다 12월,061-644-6256
62906,[한정판매★] 비발디파크 스키 월패스권 특가 판매,1588-4888
62907,[전남 여수] 프린세스 요트 코리아 요트투어,061-691-7747
62908,[대구 달성] 대구 네이처파크 겨울입장권,1688-8511
62912,[특가★] [경기 고양] 일산 아쿠아플라넷,1833-7001
62913,[블랙위크특가★] 여수아쿠아플라넷,02-1544-3913
62916,[블랙위크★] 롯데월드 어드벤처 : 11월 특가,02-1661-2000
62917,[특가★] 제주  아쿠아플라넷,02-1544-3913
62918,[경남 김해] 롯데워터파크 11월 2차 특가,1661-2000
62919,[전북 전주] 전북투어패스1일권+한옥 레일바이크pkg,1544-7913
62920,[전북 전주] 전북투어패스 + 부안 벗님넷 pkg,1544-7913
62921,[전북 전주] 전북투어패스 한옥마을권+카페미애담pkg,1544-7913
62923,[강원 홍천] 비발디파크 스노위랜드(~12/31),1588-4888
62924,[선착순특가★] 비발디파크 리프트+장비렌탈PKG,1588-4888
62925,[경기 화성] 라바팜 스토리,031-355-9150
62926,[경기 남양주] 스타힐리조트 시즌권 11월,031-594-1211
62927,[경기 남양주] 20/21 스타힐리조트 시즌권 12월,031-594-1211
62931,휘닉스평창 폐쇄/히든,1577-0069
62932,[경주] 한화리조트 뽀로로 아쿠아빌리지,054-777-8300
62934,★야놀자단독★ 에버랜드 종일권+아기판다 스폐셜굿즈 3/4인패키지(~12/20),031-320-5000
62935,[제주] 뉴저지카페 이용권,064-711-1145
62937,[블랙위크★]서울 영등포 아쿠아플라넷 63,1833-7001
62938,[★기간특가] [경기 과천] 서울랜드 After 2,02-509-6000
62949,[블랙위크★] 경기 시흥 웨이브파크 특가,031-431-9600
62952,[12월 얼리버드★] 경기 시흥 웨이브파크 특가,031-431-9600
63143,[부산] 부산타워 용두산 전망대 12월,051-661-9393
63144,[부산 서면] 액트몬 서면,1522-1045
63146,[경기 용인] 액트몬 용인,031-274-9012
63147,[강원 평창] 용평리조트 스키패스 3차,02-6925-3193
63148,[강원 평창] 용평리조트 스키파워패스 3차,02-6925-3193
63150,[서울 삼성] 코엑스 아쿠아리움 2020 12월,02-700-7200
63151,[남산] N서울타워 전망대+N버거/다이닝PKG 12월,02-3455-9277
63152,[대구 달서] 이월드 83타워 전망대&아이스링크 PKG 12월,053-620-0001
63165,[블랙위크]★ 롯데월드 어드벤처 특가,02-1661-2000
63166,[강원 원주] 오크밸리 20/21 스키 리프트권 & 세트권 (12월 특가 상품),033-769-7070
63167,[대구 달서] 이월드 연간회원권 12월,053-620-0001
63168,[경기 시흥] 세계최대규모 인공서핑파크 웨이브파크 12월,031-431-9600
63169,[경남 김해] 롯데워터파크 11월 3차 특가,1661-2000
63171,[2020어워즈★] SEA LIFE 부산아쿠아리움,051-740-1700
63172,[강원 평창] 알펜시아리조트 20/21+21/22 스키시즌권[2년],033-339-0318
63173,[경기 포천] 신북온천 스프링폴 12월,031-536-5025
63174,[홍대] 엑스이스케이프 방탈출카페 겨울 성수기 캠페인위크 데일리특가★,02-336-3527
63175,[전남 여수] 엑스포카트,061-681-3362~3
63176,[강원 홍천] 비발디파크 스키리프트+장비렌탈PKG,1588-4888
63177,[개장특가★] 비발디파크 스키리프트+장비렌탈PKG,1588-4888
63178,[개장특가★] 비발디파크 스키리프트+장비렌탈PKG,1588-4888
63180,[X-MAS특가★] 엑스이스케이프 방탈출카페,02-336-3527
63181,[개장특가★] 비발디파크 스노위랜드 썰매,1588-4888
63182,[충남 공주] 노라쥬 실내동물원 12월,010-2911-2727
63183,[강원 홍천] [개장특가] 비발디파크 스노위랜드,1588-4888
63184,"[2020어워즈★] 알파카와 떠나는 겨울 힐링여행, 알파카월드",1899-2250
63185,[강원 홍천] [개장특가] 비발디파크 스노위랜드,1588-4888
63186,[경기 이천] 별빛정원우주 12월,031-645-0002
63187,[서울 송파] 롯데월드 아쿠아리움 입장권 12월,1661-2000
63189,★크리스마스 축제 오픈기념★ 에버랜드 소인종일권 초특가 (~21/1/3),031-320-5000
63190,[경기 포천] 신북온천 스프링폴 온천사우나 12월,031-536-5025
63191,[서울 송파] 롯데월드 아쿠아리움+서울스카이 PKG,1661-2000
63193,[2020어워즈★] 코엑스 아쿠아리움 1인 종일권,02-700-7200
63196,[서울 영등포] 아쿠아플라넷 63,1833-7001
63197,[2020어워즈★] 코엑스 아쿠아리움 1인 오전오후권,02-700-7200
63198,[경기 이천] 테르메덴 풀앤스파 (~12/18),031-645-2000
63200,[경남 양산] 에덴밸리리조트 루지 양산 이용권 12월,055-379-8159
63201,[전남 여수] 스카이플라이단품,061-666-2626
63202,[남산] N서울타워 전망대+N버거/다이닝PKG 12월,02-3455-9277
63203,[특가★] 이월드 자유이용권,053-620-0001
63204,[강원 원주] 오크밸리 20/21 스키 리프트권 & 세트권 (전기간),033-769-7070
63205,[경기 용인] 에버랜드 종일이용권 단독특가,031-320-5000
63206,[전국] 11개점 코코몽키즈랜드 키즈카페 12월,02-2157-5718
63207,[특가★] 경주월드 자유이용권,054-745-7711
63208,키자니아 서울/부산 어린이 체험테마파크 (12/1~12/31),1544-5110
63337,[서울 삼성] 코엑스 아쿠아리움 2개월 무제한 이용권,02-700-7200
63338,[강원 평창] 알펜시아 리조트 스키리프트권,033-339-0318
63339,[2020어워즈★] 부산 엑스더스카이,"051-731-0098,0099"
63341,[경남 거제] 바운스 어드벤처&트램폴린 파크 거제 한화벨버디어 센터 12월,055-635-0150
63342,[광주 상무] 바운스 어드벤처&트램폴린 파크 광주 상무 센터 12월,02-554-0150
63343,[경북 구미] 바운스 어드벤처&트램폴린 파크 구미 홈플러스 센터,054-465-0150
63344,[서울 잠실] 롯데월드 어드벤처 패밀리권 : 12월,02-1661-2000
63345,[서울 서초] 바운스 어드벤처 트램폴린 파크 반포 센터,02-537-0150
63347,[부산 남구] 바운스 어드벤처 트램폴린 파크 부산용호W 센터,051-622-0150
63348,[경북] 경주월드 자유이용권 12월,054-745-7711
63349,[경기 포천] 베어스타운 리프트권 (~21/02/28),031-540-5151
63350,[서울 송파]롯데월드 어드벤처 연간 12월 그린권 1차,02-1661-2000
63351,[경기 이천] 이천 탑레포츠 스키 보드 렌탈샵,031-638-2176
63353,[서울 송파]롯데월드 어드벤처 연간 12월 그린권 1차,02-1661-2000
63355,[서울 잠실] 롯데월드 어드벤처 머리띠PKG : 12월,02-1661-2000
63356,[서울 송파] 롯데월드 어드벤처 회전목마 인생사진 PKG : 12월,02-1661-2000
63357,[강원 홍천] 20/21 비발디파크 시즌권 정상 2차 판매,1588-4888
63358,[서울 잠실] 롯데월드 어드벤처 종합이용권 :12월,02-1661-2000
63361,[용인 동백] 바운스 어드벤처 트램폴린 파크 용인 동백 센터,070-8858-6433
63362,[서울 노원] 바운스 어드벤처 트램폴린 파크 월계 이마트 센터,070-4133-7597
63363,[서울 송파] 롯데월드 아쿠아리움 연간회원권 ★12월 특가 1차,1661-2000
63364,[경북 포항] 액트몬 포항,070-8808-9012
63367,[서울 용산] 남산 N서울타워 전망대 이용권 1월,02-3455-9277
63368,[경남 창원] 마산 로봇랜드 파크 패밀리권(~02/28),055-514-6000
63369,[경남 창원] 마산 로봇랜드 파크 더블할인권(~02/28),055-514-6000
63370,[대구 달서] 이월드 자유이용권 ★마이리얼트립 레저 특가 (12월),053-620-0001
63372,[강원 태백] 오투리조트 시즌권,033-580-7000
63373,[제주 서귀포] 제주 빛의벙커 : 반고흐 12월,1544-2653
63376,[서울 영등포] 뮤지엄오브컬러 63 특별전 얼리버드 특가,1833-7001
63378,[제주 한림] 비양도 왕복승선권 천년호,064-796-7522
63380,[반포] 한강 세빛섬 골든블루마리나 요트,02-599-0900
63382,[2020 어워즈★] 롯데월드 서울스카이 스카이브릿지 전망대,1661-2000
63395,[경북] 경주월드 자유이용권 12월,054-745-7711
63396,[경남 김해] 롯데워터파크 12월,1661-2000
63399,[2020어워즈★] 제주  아쿠아플라넷,02-1544-3913
63400,[용인] 에버랜드 소인종일권+핫팩PKG 초특가 (~21/1/3),031-320-5000
63401,[서울 강동] 브이센터,02-3453-9805
63402,[경남 창원] 헬로파크 마산점,
63403,[제주 서귀포] 왕감귤체험농장,064-711-1145
63404,[용인] 에버랜드 소인종일권+핫팩PKG 초특가 (21/1/3),031-320-5000
63405,[경기 과천] 서울랜드 AFTER6 파크 이용권,02-509-6000
63406,[초급특가★] 세계최대규모 인공서핑파크 웨이브파크,031-431-9600
63407,[★특가] 세계최대규모 인공서핑파크 웨이브파크,031-431-9600
63429,[강원 춘천] 제이드가든,033-264-7642
63430,[대구] 동성로 태왕스파크 스파크랜드,02-456-2014
63431,[충북 단양] 패러명가 패러글라이딩,010-8731-3326
63432,[대구] 동성로 태왕스파크 해피빌런즈 테마파크,
63433,[경기 가평] 남이섬 입장권,1877-2006
63434,[경기 파주] 퍼스트가든 양식2인세트+입장권2인+자동차극장/1일전구매,031-957-6861
63435,[강원 원주] 오크밸리 20/21 스키시즌권 정상판매,033-769-7070
63436,[강원 홍천] 비발디파크 스키 새벽/밤샘 리프트권 특가,1588-4888
63439,[2020어워즈★] 롯데월드 아이스링크,1661-2000
63440,"[제주] 드르쿰다 in 성산,목장카페 드르쿰다 카페 자유이용권",064-787-5220
63444,[2020어워즈★] 롯데월드 아이스링크,1661-2000
63456,[제주 안덕] 세계자동차+피아노박물관 : 이색전시회,064-792-6114
63457,[강원 홍천] 비발디파크 스키야 놀자 렌탈샵,010-3651-0651
63458,[경기 광주] 곤지암리조트 리프트,031-8026-5778
63459,[2020어워즈★] 일산 아쿠아플라넷,1833-7001
63461,[인기특가★] 세계최대규모 인공서핑파크 웨이브파크,031-431-9600
63462,[2020어워즈★] [전남 여수] 아쿠아플라넷 여수,02-1544-3913
63463,[2020어워즈★] 아쿠아플라넷 63,1833-7001
63642,[전북 무주] 겨울왕국 렌탈 스키렌탈,010-9740-1816
63643,[전북 전주] 한옥마을 왕발통 & 전동 바이크,070-4116-7655
63644,[전북 무주] 가격인하★ 스노우밸리 스키렌탈샵,010-5953-2524
63645,[강원 평창] 휘닉스평창 스노우빌리지 썰매,1577-0069
63646,[강원 평창] 휘닉스 평창 ALL DAY 프리패스 리프트/리프트+렌탈권,1577-0069
63647,[초특가★] 여주 썬밸리 호텔,031-880-3889
63648,[경기 여주] 여주 썬밸리 호텔 선착순 초특가★,031-880-3889
63653,[인천 부평] 엔터파크 게임장,070-7720-0310
63654,[인기할인★] 롯데월드 어드벤처,02-1661-2000
63655,[강원] 휘닉스파크 백야 렌탈,033-345-4407
63657,[제주 서귀포] 헬로키티 아일랜드+무민랜드,064-792-6114
63658,[대구 달서] 이월드 연간회원권 12월★마이리얼트립 특가,053-620-0001
63660,[강원] 웰리힐리파크 백야 렌탈,033-345-4407
63662,[경남 통영] 아시아최대규모 더 카트 인 통영,055-648-2022
63663,[강원 춘천] 엘리시안 강촌 MC스노우 스키렌탈샵,055-648-2022
63667,[할인특가★] 롯데월드 아쿠아리움,1661-2000
63668,[전남 여수] 2021 미남크루즈 해돋이 + 불꽃 투어,061-644-6256
63669,[제주 서귀포] 토종 흑염소 목장,064-805-5099
63670,[X-MAS특가★] 키자니아 서울/부산 이용권(~21/01/31),1544-5110
63671,[경기 용인] 양지파인리조트 스키밸리 얼리버드 리프트권,031-338-2001
63672,[경기 광주] 곤지암 중부CC눈썰매장(당일사용불가),031-763-2752
63674,[강원] 하이원 파워레포츠 장비렌탈&강습,033-592-3115
63677,[강원 평창] 휘닉스파크 강습 런앤스키,033-332-4407
63679,[서울 송파] 롯데월드 아쿠아리움 연간회원권 ★12월 특가 2차,1661-2000
63684,[서울 송파]롯데월드 어드벤처 연간 12월 그린권 2차,02-1661-2000
63700,[충남 청양] 알프스마을 눈썰매장,064-805-5099
63704,[부산 진구] 디엘프렌즈 키즈카페 삼정타워점,051-520-3670
63710,[X-MAS특가★] 강원 홍천 알파카월드,1899-2250
63713,[강원 정선] 하이원 포시즌 렌탈샵,
63715,[선착순 특가★] 알펜시아 리조트 스키리프트권,033-339-0318
63717,[경북 경주]양남 눈썰매장,054-741-3030
63718,[경남 통영] 아시아최대규모 더 카트 인 통영,055-648-2022
63719,[경북] 군파크 익스트림 루지 이용권,054-516-8888
63720,[X-MAS특가★] 뮤지엄오브컬러 63 특별전 얼리버드,1833-7001
63721,[경기 광주] 곤지암리조트 프리미엄 렌탈샵 청춘스키,010-5464-4552
63722,[전북 군산] 패러글라이딩 스쿨,010-8643-9848
63723,[대구 동구] 토이빌리지 혁신점,053-964-0099
63724,[강원 정선] 하이원 눈의나라 렌탈샵,
63725,[경기 안성] 안성 팜랜드,031-8053-7979
63726,[홍천] 대명 비발디 파크 스키매니저 스키보드 강습,
63727,[대구] 아이니 테마파크 100원 패스권,053-792-7600~1
63729,[대명] 비발디파크 달인렌탈샵,
63730,[대구 달서] 이월드 자유이용권 크리스마스PKG,053-620-0001
63731,[특가★] 코엑스 아쿠아리움 커플권,02-700-7200
63732,[★특가] 코엑스 아쿠아리움 커플권,02-700-7200
63733,[2020어워즈★] 코엑스 아쿠아리움 1인 오전오후권,02-700-7200
63736,[강원 원주] 오크밸리 라스트렌탈샵 스키렌탈&강습권,
63739,[강원 평창] 20/21시즌 용평리조트 리프트권 특가,02-6925-3193
63740,[경남 김해] 가야테마파크 + 버스 PKG,055-340-7900
63741,[경기 광주] 곤지암 보드박스 렌탈&강습,010-8783-2823
63742,[강원 횡성] 웰리힐리파크 드림아이 패키지 (눈썰매/곤돌라/푸드코트),1544-8833
63743,[경기 포천] 베어스타운 스노우로드 렌탈샵,
63744,[강원 평창] 알펜시아 친절한 렌탈샵,
63745,[강원 횡성] 웰리힐리파크 눈놀이 패키지 (리프트권/장비렌탈/식사),1544-8833
63746,[포천] 베어스타운 신스키 스키&보드 강습,
63747,[서울 삼성] 코엑스 아쿠아리움 2020 12월,02-700-7200
63748,[경기 포천] 베어스타운 국가대표 렌탈샵,010-9034-3315
63887,[정선] 하이원 쎄레노스키렌탈샵,010-5691-1369
63888,[강원 원주] 오크밸리 스노프로 렌탈&강습,010-5691-1369
63891,[강릉]환타지컵 박물관 + 장길환 미술관,033-661-3413
63892,[강원 횡성] 웰리힐리파크 강습 런앤스키,033-332-4407
